review_contents,individual_rating
The package contains 60 capsules of a rather large size. It first it was hard to swallow but after a while I got used to it. The capsules smell like Devil dragged. I noticed the effect of the vitamin after a week. Working capacity has increased during the day there is a great mood. It night on the contrary a deep sleep. The stress which in my case manifested itself in the feeling of a phantom exam was gone I felt like a student in a session although there was no reason for this. Memory improved began to memories new information faster.,5
Good for hair and skin take with food.,5
The composition is good at first I was frightened by the rich yellow urine ,5
In my opinion it is a very good complex it has an impact according to the results of the analysis it is noticeable. The manufacturer is reliable and tested. But a plus if the review is useful to you.,5
It is not clear on the dosage only the daily dose should be 12 mug and here it says 500,5
Good quality B vitamin. Recommended by a doctor.,5
Great product love throne products fully trust them have been using this product now for years and will continue too into the future its a great formula that my body can break down and utilise fantastic product.,5
I always took vitamin regardless of the form in which they are presented in the preparation. Now I got confused and studied for a long time which form is active which is not because I don’t want to be just a laboratory for processing pharmaceuticals but it is desirable to benefit from the contents of the bottle. In this complex B vitamin are just in an active form so the choice fell on this complex. B vitamin color the urine in a bright yellow acid color this is normal and should not be alarming.,5
There really is a surge of energy I drank under heavy mental stress,5
His preparation contains active forms of 8 water-double B vitamin. Excellent support for your nerves and not only it is convenient that only 1 capsule a day.,5
Good composition. Ordered for a friend.,5
While I just started to accept I will hope that it will be useful,4
Good vitamin B12 but you need to take it strictly according to analyze and doctor's recommendations,5
good manufacturer - good composition expensive but effective.,5
Horn Research makes drugs without smell but,5
It helps to reduce homocestine very well I advise And natural forms especially it Of,5
In excellent complex of it B. It is well absorbed. I give a child with ASD in combination with other vitamin and minerals to restore the body. Of my review was useful to you please click on YES. Thank you ,5
A good complex helped to restore the level of vitamin b.,5
I buy this product for my spouse he assimilated it well according to analyze controls it,5
The complex is really useful and effective I order for the third time,5
I like this Product. I feel more refreshing after taking it for a while and less tired.,5
Good composition I drink it myself and give it to the child.,5
Appointed to the child 2.5 based on the test results. Good firm good composition,5
It turned out to lower homocysteine,4
I love this brand especially their complete of B vitamin,5
One of the best B vitamin complete. I felt cheerful and energies,5
The brand is excellent good quality  the drug is very cool,5
His complex suits me I constantly take it pure composition,5
In of there doesn't appear to be any product that uses late rather than colic acid. When one has the MTFHR genetic mutation you just can't take colic acid.,5
Vice complex but not very impressive.,5
I have been drinking with my husband for two years.,5
His brand is very famous. The quality of B-complex vitamin is also very good.,5
There are more than twelve vitamin B groups which are rich in animal liver lean meat poultry eggs milk so products cereals carrot fish vegetables and other foods. There are eight kinds of vitamin that the human body needs all of which are water-double vitamin. They only stay in the body for a few hours and must be supplemented every day. Vitamin B group includes Vitamin Of thiamine Vitamin Of riboflavin Vitamin Of niacin Vitamin Of pantothenic acid Vitamin Of anti-dermatitis vitamin Vitamin Of Violin Vitamin Of Colic acid Vitamin B12 cobalamin,5
In excellent complex of vitamin. Balanced composition.,5
I like this manufacturer the quality is felt right away. Good package doses in the required volume. The effect of the reception is noticeable I use it on the speech protocol for a child with ASD.,5
Easy to take and clearly differentiated from other capsules.,5
After the birth of a child I literally collapsed from fatigue. Very morning I woke up so tired as if I had been unloading the cars all night. I decided to try this drug and just became a different person. I started to live a normal active life again. A lot of energy appeared the head began to work in a different way. True after 3 months the effect began to disappear. I immediately ordered another jar of this miracle remedy.,5
Very good food supplement I can only recommend it,5
His is not the first time I order Perfectly strengthens the nervous system,5
A very good complex for quickly eliminating deficiencies. I recommend checking at least your vitamin B12 level before using it. Personally it helped me to raise haemoglobin by 6 units per month of admission. From 126 to 132.,5
His formula worked the best for us. He have tried different bands but Horse seems to make a better quality products.,5
One capsule contains a bomb of B vitamin I noticed that if I drink a capsule in the morning then after an hour my intellectual abilities increase this manifests itself in the ability to easily express thoughts and talk on different topics without stopping. Feeling calm and confident in yourself is amazing. From the side effects the urine is bright yellow in color with the aroma of ascorbic acid and apparently irritated the urine as well as acne on the face and back. After about half a year the oxidation of the capsule is visible but this does not affect the effect. Also keep in mind that niacin contains and if you suddenly become crimson after drinking vitamin then this is its effect and not you are allergic to something or it's time to dig a dying pit,4
A remarkably selected and balanced composition of vitamin of group B that are so necessary for our body. For children of three years I give 14 capsules during breakfast.,5
Preferably taken with magnesium. I can't say the result yet I don't take it for long,5
By the end of the year I feel like a trough I have no strength apathy. I drink vitamin but nothing has changed. I added it of the group and immediately new sensations I woke up refreshed and vigorous.,5
In excellent complex in the right forms,5
Vitamin B complex helped me during pregnancy,5
I love THORNE their products are top quality and this is no exception.,5
i think its the best b complex i have tried,5
It is a good product. Even with a good composition it seems that good effects can be expected if made by a good company,5
Great complex I take it often,5
B 12 is an essential vitamin for our body,5
Very good vitamin really help bought on the advice of a nutritionist,5
After taking the panic attacks stopped I love these vitamin. Straight more,5
Very good complex ordering a second package,5
By nutritionist recommended the drug of this company. It group B composition is ideal in this preparation. The condition of the skin has noticeably improved peeling around the mouth has stopped the energy has increased and the stool has returned to normal,5
I think everyone knows this brand. he's famous in this complex vitamin B12 in a large dose. for raising the vitamin B12 group it is well suited. In anaemia B12 is usually low. It is better to get tested and find out how much vitamin B12 deficiency you have,5
In excellent complex for the body for the intestines improves its work,5
Once i started using it am more calm less hair fall more energetic and less limbs Numbness.,5
Were are all working dosage and active forms,5
He drink often. Does not cause side effects.,5
The best complex of B vitamin,5
I really like Horse. The effect is immediately noticeable. One of the rules of Richer is that the more expensive the item the higher the quality ... Among the TOP-5 I like,5
Good product. Great that it is began and has no nasty things in it that your body doesn't need.,4
Everything is fine did not cause side effects. During the appointment I feel more invigorated.,5
His product contains very good forms of cobolamine ethyl and adenosyl The second one has a very positive effect on the nerves,5
for my diabetes friend I ordered this vitamin for the second time and it's really helping him a lot,5
The best vitamin of group B,5
I take vitamin from this manufacturer regularly in courses. The real rise of vitality is felt in full. They are very well absorbed just do not drink for a long time uncontrollably.,5
In excellent complex with working forms. In just a month nails hair and skin have become much better. Saw when planning a pregnancy. I definitely recommend it,5
I drink then I will add a review,5
The best composition offered The price is slightly higher than the rest zero it is worth it. Money y. Of there is a deficiency it is better to take these vitamin.,5
His complex was recommended by a nutritionist as one of the best. I take it together with magnesium.,5
Excellent B complex vitamin I take To lower homocysteine levels,5
The best complex of B vitamin,5
Working forms and dosage Very Good ProductBest Vitamin B Complex,5
After many vitamin of group b in the complex I suffer from insomnia. These are no exception. I will not take any more.,4
West B Vitamin B Complex B Vitamin B Complex To. 12 supports energy production and normal nervous system function. Unlike many B multivitamins this product contains the active forms of 8 water-double B vitamin.,5
I love this complex we use it with the whole family. One of the relatives was experiencing health problems against the background of a deficiency of group B. He drank the course and restored the indicator to normal. Excellent health came with them. Recommend,5
B vitamin for energy health and vitality. West Grand,5
The best vitamin complex of group B. Only working forms and good dosage. The product is working I advise,5
A good decent complex you can perfectly raise the level of B12,5
The active form of water-double B vitamin. It is an excellent nourishment for our nervous system. I take courses every 6 months lasting a month.,5
I take it to my husband on a regular basis drinks once a year.,5
Very nice complex I like it I love this company,5
Excellent complex of vitamin B good firm,5
I love this brand for its quality product. Excellent B12,5
I have not yet taken tests I do not know the effectiveness.,5
I only take this brand I drink 1 month 2-3 times a year.,5
Became nervous on the guards. I drink.,5
Quality product for general well-being and mental health,5
That I want to say. what I want is what I say,5
I have been waiting for the package,3
I use it daily pure content.,5
Excellent substances and vitamin for health for the stomach for strengthening the gastrointestinal tract I recommend,5
I got it myself because I suffered from back pain and headache I drank for a month now I can safely say that they work as nothing hurt I continue to take it further I will drink for 3-4 months,5
Vice complex. The took it herself and gave it to the child with an elevated homocysteine level. Excellent composition.,5
B vitamin are essential for the normal sanctioning of the nervous system. With age absorption and assimilation with food slow down so it is necessary to take B-Complex preparations in courses.,5
Essential vitamin in the correct form for absorption. Of for a preventive reception - take it boldly Of therapeutic dosage are needed then it is better to take everything separately and spread in time,5
In important complex for health promotion very good firm the right supplement,5
the complex is needed for everyone .. I bought large capsules for my son he could not swallow and bought megafood for not ..,5
Vice complex from a good company. Helped raise vitamin B12 levels,5
Vitamin B12 levels increased after drug reconciliation,5
One of the best complete of B vitamin. I gave the child 3 years old the doctor calculated the individual dosage. I also like it very much all neuropathic disappear.,5
I don't really like complete at all because many it and minerals are antagonistic to others interfere with assimilation. But still sometimes you can take vitamin in a complex for support. Of there are serious failures deficit then there is another replenishment with factors. Excellent company worthy complex for a cheerful person,4
A chin complex of enzyme B-she with support mainly by. Letter to drink after tests,5
Of you're not going to take a really essential vitamin B complex multivitamin Horn Research is great.,5
His is not the first time I order I really like it soothe my nerves,5
His brand will always be one of the leaders among the balls,5
Hair and nails have noticeably strengthened. Energy began to suffice for the whole day before that I came home from work and lay for an hour in Shavasana to recuperate and do the homework. His complex of vitamin strengthens the nervous system Of and B12 stop the damage to the nervous tissue by sinuses if you catch ARVI you should immediately start taking B vitamin is a preventive exacerbations of osteochondritis.,5
I love Horse and I this complex is as good as ll other products of Horse,5
It is not very pleasant to drink but there are benefits from them.,3
vitamin of this company are good,3
I can't eat everything because the decay progresses quickly. I am sorry for that.,3
