review_contents,individual_rating
A very big plus when choosing a vitamin for me is an unfordable price. A good combination of B complex vitamin. Recommend,5
The cheapest bushes complex with a normal dosage,5
weak composition consider the degree of assimilation of this particular complex so-so,3
His is not the first time I order this brand and this complex I really like everything I drink on a regular basis on the advice of a doctor,5
I decided to drink vitamin for prevention. I chose a more budgetary option. And I didn’t regret it. In the morning I began to wake up without problems. The constant fatigue is gone. The began to think quickly. Personally this dietary supplement suited me perfectly. I take it twice a year.,5
I bought it because it was a cost-effective vitamin B-group nutrient but it wasn't effective because my body was healthy.,1
He will look at the analyze. There is anaemia vitamin of group B should help blood formation,4
I heard that vitamin B is good for the skin so I bought it. It's cheap and the best,5
In excellent complex for the nervous system hair and immunity in general,5
That I noticed after taking this complex - Hair and nails began to grow better - Sleep and mood improved. The began to fall asleep without sleeping pills. I recommend to use,5
A large dosage in a small tablet - I use it during active training together with multivitamins from the same company. I do not drink every day so that there is no risk of hypervitaminosis well and do not waste a good supplement. A good alternative to milgamma with a wider range of vitamin and an unfordable price. You can gently break the pill in half - then it will last for a long time and the dosage will be smaller.,5
It's a time release but it's cheap and thankful.,5
Good vitamin we drink with the whole family for prevention or after severe stress. The tablets are small.,5
I must say right away that the complex is not the most ideal since colic acid is not in the best inaccessible form late instead of methylfolate methylfolate is better absorbed and B12 is not in the best form methylmethylcobalamin is needed not cyanocobalamin. However all other B vitamin are presented in the best form bioavailable to the body. The volume of the jar is 60 tablets take 1 per day. Thus the jar is enough for a full course. It is necessary to do a course of vitamin of group B twice a year. That I noticed after taking this complex - Hair and nails began to grow better - Sleep and mood improved. The began to fall asleep without sleeping pills. I recommend to use I shoot a star for the form of vitamin B12 and late. Of my review was useful please rate it.,4
I take it every day for more energy.,4
Excellent B complex strengthens the nervous system you become calmer generally a very good vitamin I recommend,5
Perfectly supports the nervous system. Great price and good complex. Good tolerable. Recommend,5
I bought vitamin for taking after childbirth. During this period I am breastfeeding. I know that they color the urine in acid yellow light but with this they also color the milk and urine of the child. The doctor said that there was nothing wrong with that but she advised to divide the pill in half since the whole dosage is quite large. Of this review was helpful to you click YES,5
I really like this complex I drink it twice a year. The company is not expensive but the drug itself is working. Verified by analyze. The tablets are yellow and may stain the urine bright yellow.,5
These are the only pills that have stopped my hair loss  I drink this vitamin B complex every winter and am just delighted with the result These vitamin are good for hair skin and nails and they cost a mere penny I recommend to everyone,5
A good complex of vitamin. Was a cumulative effect,4
good remedy. sorry for the pills.,5
Vitamin of group B I wanted to buy them for a long time I was satisfied I will take it for my husband next time.,5
I have purchased many times helping my family to buy together very cost-effective,5
I have purchased many times and I help my family to buy together the of value is very high,5
It was a time release and I was expecting it but I didn't feel it. To next time I will try B-100.,2
I bought supplement in bulk. Not clear what is which because it was started drinking a lot has worked but I think that this was the best The skin is in good condition,5
I use together with bitten. Otherwise rashes with pimples. And from B-5 the skin remains clean,5
I ordered a friend to make her sick from the pills but her husband is fine,5
a good complex these vitamin were recommended by the trainer for active loads,4
A wonderful B-complex and the price is fabulous,5
I use one pill daily I noticed the change in urine color to yellow. I am afraid that this may affect the kidney function. I hope the producers of this vitamin will clarify this important point.,2
I am more than satisfied with this preparation. Recommendation,5
B vitamin He all know their advantages The quality of the brand is excellent the price is appropriate,5
Were is the whole complex that is needed for hair nails and skin. Of a gift is needed this bitten goes to the entire female sex in my environment. The best and the price is nice,5
Good price and very decent quality,5
a complex of vitamin Of Of B12 must be used in the treatment of neurological diseases. The drug works on my example of treating neuralgia of the facial nerve the eye twitches do good - put it useful because it will return to you twice,5
Convenient dosage - just 1 capsule per day. The packing is enough for 2 months. Vice price.,5
I take 1 capsule every day at lunch. By urine is yellow all day long.,5
A normal complex of vitamin of group B,5
I also take this every day. It smells peculiar to B vitamin so you may be worried if you are not used to it.,5
A good sized pack and a nice balance of B vitamin. An't complain.,5
Mucus was mixed in the stool as soon as I started drinking and the palm turned yellow on the third day. It seems to me too much or not fit.,1
In excellent supplement for those who are constantly in dynamic increases stress resistance improves sleep skin condition. I have been drinking for a long time not one year I advise everyone ,5
High concentration of the entire B group in one complex. personally in sports it gives me an increase in energy improves mood restrains depression helps to think about good. The high content of vitamin is noticeable by the color of urine - bright yellow which means there is a lot of vitamin Especially good for athletes Recommend ,5
right does for me . and include all the vitamin b that I need,5
I take my mon on a regular basis drinks for scleroderma to relieve unpleasant symptoms. Is a bonus skin and hair glow.,5
I take it to my husband to improve the general condition of the body increase energy. He is pleased. I will take more,5
The complex in which the main Beshki are 50 my  mug except for colic and pantothenic acid. Not bad if you need to fill the deficit. Perhaps these simple methylated forms will work great for you too. Need to try. Feel the burst of energy and significantly higher quality hair. They are not suitable for constant use - nevertheless large dosage.,5
I bought it for my mother to replenished the vitamin of group B. He have not seen any side effects yet.,5
Not a bad complex just excellent for this price,5
By mother 82 years old ordered after 1 week of admission the tension went away I began to sleep better my memory improved and my appetite appeared.,5
It is a continuous release type and the price is low so it is a highly recommended product.,5
The price is cheap and the quality is good^^,5
I'm a trainee. Excellent cost performance. I'm looking forward to the effect.,5
It helps convert food into energy and it helps maintain a healthy nervous system and body tissues.,5
Great complex I take half a tablet a day with meals. I ordered zinc-C-D-opera for my usual complex. Is of now it is difficult to judge but for several days now the factors that throw me out of balance no longer have such a meaning Excellent I will continue to accept All health and calmness only calmness,4
Expecting an increase in metabolism and recovery from fatigue. It is a time-release type and has good cost performance and it is easy to drink because the grains are not large for overseas supplement. I'm a little worried about the odor but it's not unbearable.,4
Unfortunately this brand contains carcinogens in the ingredient and the vitamin themselves are normal the usual B complex. Stained urine like all B complete.,3
Vitamin of group B They have a good effect on metabolism nervous and cardiovascular systems. An be taken as a course,5
The urine after drinking is just acid yellow. I drink with magnesium.,4
Vice complex  I felt his work from the and day of admission ,4
Fool thing  1 Irreplaceable we always order drink every day with the whole family one capsule after a meal. His is not the first time I order good quality and low price.,5
to fill the lack of vitamin of group B there is no better than B50,5
Line quality tablet is kept intact even after opening a bottle smell and taste fine.,5
I took B vitamin to replenished my body. I'm happy. I will still take,4
I chose this complex because of the low content of nicotinic acid and not because of the price it is difficult to say by the effect. but there is definitely something - after taking a few hours the color of urine becomes nitric acid.,4
Very good vitamin B complex I recommend,5
I took it not for myself but for my mother-in-law. The said she liked it it is convenient that 1 tablet a day.,5
I took the girl for myself I'm happy,4
Effective and cheap It is recommended.,4
He need B vitamin they are water-double and must be replenished every day except for colic acid it accumulates To not be surprised by the bright color of urine this is because of riboflavin in the composition this is normal,5
Excellent unfordable B helps with vision problems.,5
I took the first time but I'm happy with vitamin,5
A profitable option for the entire vitamin B complex,5
I tried different complete of b vitamin from expensive to the cheapest. Surprisingly these are the best. The percentage is high.,5
Not a bad complex of B vitamin. It is a pity that I am allergic to any of the components in any complex after a while red acne appears on my face. I suspect bitten ...,4
in love with this product highly recommend it,5
Rank these vitamin with must Century Magnesium. Before that sometimes there were twitching of the eye and the back hurt. Gradually everything passed. It means it helps  Recommend,4
Reduces stress and improves mood eliminates depression and anxiety. I recommend Of you are interested in my review click yes.,4
I bought the B complex for my old parents. It's very important to take it for energy levels brain function and cell metabolism.,5
I ordered for my brother very good reviews from him for this drug and it seems like the brand is quite good and serious ,5
The size of the tablet is not too large and it is easy to swallow.,4
I drank the course. But in the end I chose another manufacturer,5
Replenish the lack of B vitamin in one go,5
I take the complex for about a month one tablet every day. I noticed that I began to feel more cheerful it was easier to wake up in the morning. The skin on the face is fresh and dry.,5
I love it always use it as much as every day,5
Good vitamin in terms of price-quality ratio. The dosage are overestimated but if there are indications and recommendations of the doctor then you can drink the course.,4
It doesn't matter but the contents are small compared to the bottle,3
The cost performance is the best. When it comes to quality it's pretty normal.,4
I took it for my mother took it on the recommendation of friends,5
Large dosage prolonged action. Helps the nervous system and the digestive system to absorb food. It helps to improve the vital processes of the body. Of my review was helpful please click Yes. Thank you,4
I drink in order to have more strength when training in the grm a positive tool in order to recover and gain weight.,4
The cost performance is good. I take it every day for non-military supplementation.,5
I like the fact that the vitamin in this complex are slow release. The budget price is enough for two months. He drink to calm the nervous system.,4
B vitamin help energy metabolism. Ingesting only the carbohydrates lips and proteins that make up the energy or the body's constituents may power down because the body's metabolism does not run smoothly if there is a lack of B vitamin.,3
I am constantly eating. The effect is good-highly recommended,5
It is a very good health functional food I am willing to purchase again and I will give my parents a gift. Of course I buy it too. By neck is so very very good,5
Recent vitamin complex and value for money,4
He arrived quickly I like the packing there is an effect.,5
In excellent complex for replenishing vitamin of group B with a deficiency I drink a course adequate cost,5
There were no adverse reactions everything is ok.,4
I have purchased this several times. I take it in order to give my body a little boost in the morning. Since it's so unfordable it is easy to continue taking this pill. Regarding the effectiveness it's not clearly visible besides that it turns your urine to bright yellow but I think I feel better throughout the day if I take it in the morning.,5
The price is cheap and you can continue every day.,5
Good Price I use this to help with energy daily with some other energy supplement. I also use it with my new health program I'm on for vitamin deficiency due to poor diet.,5
The complex is indispensable for the nervous system of a modern woman. I drink intermittently. Now I alternate this b-complex and the same with vitamin C.,4
The complex of vitamin has prove itself well I have taken it not for the first time it is necessary for those who work in the grm.,5
Young people and adults need to use this because it is a nerve and energy bolster,5
I ordered these vitamin only because of the price I wanted to support the immune system in the winter. I cannot separate the action from other vitamin and minerals and among acids that I drink. I don't drink regularly I forget.,4
I had clear symptoms of vitamin B complex deficiency and this was resolved in less than 2 months with this B complex. I am very satisfied and have already placed a new order.,5
