review_contents,individual_rating
Excellent composition. In excellent remedy for maintaining immunity. He take on an going basis.,5
works great. the bottle is long enough. Letter to store in a dark place. Recommend,5
children from 1 year old ... do the most essential vitamin ... for all children and adults,5
Not the first time. Good quality.,5
In excellent dosage in one drop of 1000 of I take it for the whole family it lasts for a long time,5
take 3-4 drops for the prevention of mobility during a anaemic could with meals because vitamin D is fat-double.,5
I take this do for children.,5
Convenient for both children and adults,5
Convenient shape for children. Tore the opened bottle in the refrigerator.,5
Convenient dosage you can drink with the whole family has no taste or smell so the child does not notice it in the spoon.,5
The budget form of vitamin D in liquid form. Rose 1000 of. Long enough,5
In excellent vitamin D for adults it is considered the cheapest of the quality per of. The main thing is to take it wisely having passed the analysis before use. But in general of course everyone needs vitamin D in the form of a supplement it is important to know the dose ,5
vitamin do oil-based cholicalciferol with a dosage of 1000 of in 1 drop. it is convenient that there are about 1000 drops in a jar. enough for a long time,5
It is very convenient that it is in liquid form it is convenient to adjust the dosage. Significantly increased the vitamin level within a month of taking. Recommend,5
the liquid form of vitamin is very suitable for children,5
Great working It D for kiss.,5
Everyone knows that vitamin D is often not enough in the body. For children we replenished it with this vitamin. It is tactless and odorless children take it with pleasure,5
The most convenient vitamin D you can individually select the dosage for each family member,5
Quickly raises vitamin D. I give a child 1 year 2 drops.,5
I bought myself and my children Convenient to drip tactless battery I like,5
I took it for the kiss. Convenient dosage and will last for a long time.,5
Sweet the first time I took vitamin Of drops,5
I took it for the whole family we use different dosage it is convenient that in drops and taste вкус,5
Often take care of children and adults and suits for the price ,5
Convenient vitamin Of for those who have a problem with swallowing a capsule is especially important.,5
For those who do not like to drink capsules or tablets,5
excellent vitamin D in sublingual form absorbed faster and no need to take pills,5
Of you take it for a child it turns out very profitable one drop a day as much as 30 my.,5
Simple with no june inside.good dose.,5
In the site this vitamin d is the most beneficial but at the same time the working composition.,5
It is very convenient to give to children. Drop by drop and for a long time,5
He drink with the whole family for adults 5 drops for a child 1-2 drops the dog feels strength it is necessary for immunity,5
A good dosage for my baby needs two drops as recommended by a doctor. His bottle is enough for us for prevention,5
He always drink from autumn to summer and in summer too just not every day. 1 drop for children 1000 of 2 drops for yourself 2000 of.,5
It is very convenient to use for both children and adults. And then before that they were taken separately in tablets. It is convenient to adjust the dosage with drops. The price is favorable. Either children nor adults have problems with taking drops.,5
Profitable and convenient you can add it to the porridge or to your mouth right away,5
For children under one year old ,5
His is the second bottle I bought. I have had a coronavirus in the format of a severe ARVI. Took this vitamin Of created zinc opera vitamin C powder. He healthy Take care of yourself,5
A very cool vitamin. A necessary thing in winter. Advise,5
wonderful vitamin D in liquid form with a convenient dosage and dispense neutral in taste,5
Very beneficial drops. Enough for a long time. Convenient to dose for both children and adults,5
Vitamin D in a convenient form dosage can be adjusted,5
The best vitamin D according to many doctors.,5
It is very convenient to dose for the whole family.,5
I used to buy only children. In view of the last circumstances we decided to drink it ourselves. He needed a shape that would fit both us and the children and this option turned out to be very suitable Moreover the quality of this vitamin is at the highest level  You cannot argue here the price and quality and economy who are in search of good It D take this form,5
I like this brand. I took it on trial,4
it is convenient that in 1 drop of 1000 of give the child the very thing we always drink all year round,5
Convenient to dose even more pleasant than in capsules.,5
His do is convenient to dose for the whole family. In order not to buy different things for everyone you can take this one.,5
Convenient form of of with good dosage,5
I always take it for children it is enough for a long time,5
Convenient format You can adjust the dose for a 4-year-old child I give 1 drop this is 1000 of for adults 2-3 drops depending on the test results 2 drops are enough to maintain.,5
1071 doses great for the whole family the most economical option for herb,5
A very convenient form of vitamin D can be given to both infants and adults. He give a child 1 year old 1 drop and children 5 8 and 9 years old give 2 drops everything is convenient and suitable for everyone in one bottle. He live in It. Petersburg and we all need to take vitamin D here on an going basis so this vitamin is a godson for us with a good price and composition.,5
The most convenient vitamin Of for use,5
I give a 5-year-old child 2 drops each vitamin D was 21 according to analyze within 4 months it became 76 I highly recommend it it is from the now firm it is convenient to give the child a mouth dropped and ,5
